variable,tipo,movilidad,flujo,unidad_medida,nivel,fecha,valor
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2021-10-01,836.45
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2021-10-01,302.43
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2021-11-01,353.25
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2021-11-01,1149.43
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2021-11-01,627.58
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2021-11-01,197.63
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2021-12-01,313.03
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2021-12-01,1052.1
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2021-12-01,615.53
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2021-12-01,193.85
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-01-01,369.64
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-01-01,1157.28
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-01-01,647.07
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-01-01,211.24
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-02-01,337.52
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-02-01,1171.53
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-02-01,447.99
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-02-01,213.41
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-03-01,335.86
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-03-01,1146.95
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-03-01,724.25
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-03-01,167.97
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-04-01,372.77
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-04-01,1141.27
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-04-01,853.3
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-04-01,163.24
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-05-01,338.81
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-05-01,1112.37
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-05-01,891.83
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-05-01,160.27
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-06-01,324.78
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-06-01,1077.05
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-06-01,824.37
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-06-01,148.74
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-07-01,353.46
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-07-01,1122.36
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-07-01,769.7
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-07-01,163.41
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-08-01,383.72
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-08-01,1133.44
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-08-01,859.1
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-08-01,188.69
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-09-01,365.46
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-09-01,1057.7
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-09-01,872.37
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-09-01,184.99
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-10-01,330.85
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-10-01,1005.46
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-10-01,896.08
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-10-01,194.62
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-11-01,304.35
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-11-01,1081.09
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-11-01,792.55
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-11-01,181.89
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2022-12-01,385.32
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2022-12-01,1067.49
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2022-12-01,1027.39
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2022-12-01,212.96
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-01-01,445.4
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-01-01,1237.27
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-01-01,795.1
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-01-01,193.37
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-02-01,337.09
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-02-01,1215.73
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-02-01,720.49
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-02-01,166.34
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-03-01,302.95
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-03-01,1198.35
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-03-01,892.28
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-03-01,180.66
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-04-01,305.77
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-04-01,1188.54
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-04-01,904.11
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-04-01,193.66
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-05-01,315.62
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-05-01,1098.35
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-05-01,936.16
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-05-01,206.2
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-06-01,284.34
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-06-01,1095.91
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-06-01,916.74
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-06-01,194.61
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-07-01,360.26
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-07-01,1072.97
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-07-01,1014.52
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-07-01,224.93
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-08-01,381.46
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-08-01,1068.24
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-08-01,880.0
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-08-01,254.73
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-09-01,281.1
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-09-01,1051.31
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-09-01,936.24
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-09-01,205.46
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-10-01,261.11
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-10-01,1015.68
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-10-01,899.46
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-10-01,192.1
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-11-01,307.61
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-11-01,1076.58
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-11-01,833.2
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-11-01,213.49
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2023-12-01,350.12
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2023-12-01,1120.13
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2023-12-01,875.03
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2023-12-01,232.08
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-01-01,404.59
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-01-01,1261.72
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-01-01,696.73
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-01-01,196.93
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-02-01,321.47
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-02-01,1260.5
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-02-01,752.47
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-02-01,187.75
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-03-01,304.85
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-03-01,1222.22
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-03-01,956.77
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-03-01,192.2
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-04-01,314.8
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-04-01,1205.59
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-04-01,922.57
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-04-01,222.5
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-05-01,367.87
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-05-01,1115.31
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-05-01,853.11
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-05-01,247.05
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-06-01,313.07
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-06-01,1095.4
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-06-01,800.92
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-06-01,180.68
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-07-01,382.63
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-07-01,1097.49
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-07-01,851.14
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-07-01,246.95
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-08-01,332.3
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-08-01,1114.76
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-08-01,814.23
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-08-01,263.66
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-09-01,329.41
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-09-01,1084.57
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-09-01,885.87
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-09-01,256.9
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-10-01,296.25
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-10-01,1055.95
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-10-01,886.9
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-10-01,247.54
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-11-01,320.28
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-11-01,1158.64
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-11-01,859.83
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-11-01,264.41
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-12-01,322.53
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-12-01,1210.17
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-12-01,797.86
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-12-01,284.34
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-01-01,378.25
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-01-01,1306.76
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-01-01,825.82
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-01-01,245.67
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-02-01,333.9
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-02-01,1326.6
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-02-01,934.13
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-02-01,218.48
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-03-01,342.74
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-03-01,1302.38
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-03-01,885.54
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-03-01,227.54
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-04-01,306.07
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-04-01,1331.29
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-04-01,988.12
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-04-01,250.28
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-05-01,308.21
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-05-01,1222.82
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-05-01,939.17
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-05-01,242.11
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-06-01,310.91
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-06-01,1171.51
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-06-01,962.67
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-06-01,245.31
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-07-01,358.67
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-07-01,1193.64
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-07-01,923.84
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-07-01,251.84
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-08-01,372.74
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-08-01,1101.91
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-08-01,951.24
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-08-01,268.46
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-09-01,292.11
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-09-01,1110.89
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-09-01,1024.03
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-09-01,247.46
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-10-01,280.11
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-10-01,1110.32
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-10-01,1045.72
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-10-01,301.05
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-11-01,291.81
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-11-01,1218.13
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-11-01,1095.26
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-11-01,238.87
gasto_medio,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-12-01,353.19
gasto_medio,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-12-01,1157.76
gasto_medio,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-12-01,1041.41
gasto_medio,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-12-01,275.23
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2018-08-01,61.81
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2018-08-01,53.34
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2018-08-01,69.8
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2018-08-01,50.95
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2018-09-01,54.69
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2018-09-01,44.86
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2018-09-01,54.61
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2018-09-01,47.63
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2018-10-01,61.12
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2018-10-01,51.62
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2018-10-01,76.25
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2018-10-01,49.0
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2018-11-01,68.85
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2018-11-01,54.12
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2018-11-01,89.76
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2018-11-01,46.77
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2018-12-01,74.7
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2018-12-01,54.66
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2018-12-01,127.21
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2018-12-01,65.37
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-01-01,73.41
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-01-01,49.49
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-01-01,102.35
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-01-01,61.82
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-02-01,68.11
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-02-01,51.41
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-02-01,102.76
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-02-01,46.8
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-03-01,58.62
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-03-01,50.39
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-03-01,69.84
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-03-01,50.41
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-04-01,63.8
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-04-01,49.29
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-04-01,62.3
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-04-01,48.17
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-05-01,67.36
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-05-01,44.1
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-05-01,78.52
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-05-01,52.75
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-06-01,63.69
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-06-01,48.0
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-06-01,89.8
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-06-01,58.37
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-07-01,65.81
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-07-01,49.45
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-07-01,84.66
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-07-01,59.05
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-08-01,65.04
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-08-01,45.94
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-08-01,83.79
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-08-01,51.29
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-09-01,68.78
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-09-01,45.93
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-09-01,81.41
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-09-01,41.47
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-10-01,58.98
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-10-01,44.64
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-10-01,99.1
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-10-01,52.29
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-11-01,62.59
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-11-01,47.36
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-11-01,102.33
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-11-01,56.77
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-12-01,59.82
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-12-01,53.07
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-12-01,80.29
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-12-01,59.63
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-01-01,67.01
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-01-01,58.45
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-01-01,93.99
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-01-01,52.57
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-02-01,61.62
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-02-01,48.91
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-02-01,113.45
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-02-01,52.15
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-03-01,69.76
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-03-01,53.61
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-03-01,80.43
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-03-01,42.27
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-04-01,38.57
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-04-01,36.01
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-04-01,46.3
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-04-01,36.77
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-05-01,40.8
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-05-01,33.55
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-05-01,45.86
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-05-01,31.7
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-06-01,40.55
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-06-01,35.86
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-06-01,50.76
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-06-01,32.38
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-07-01,46.55
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-07-01,46.79
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-07-01,47.02
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-07-01,42.02
gasto_medio,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-08-01,47.17
gasto_medio,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-08-01,55.08
gasto_medio,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-08-01,40.97
gasto_medio,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-08-01,52.37
