date,predicted,lower_1rmse,upper_1rmse,series
2025-10-01,99.65848541259766,86.95835806120039,112.35861276399493,ivf_turistico_servicios
2026-01-01,99.98741912841797,87.2872917770207,112.68754647981524,ivf_turistico_servicios
2026-04-01,99.64539337158203,86.94526602018476,112.3455207229793,ivf_turistico_servicios
2026-07-01,99.59254455566406,86.89241720426679,112.29267190706133,ivf_turistico_servicios
2026-10-01,99.74049377441406,87.04036642301679,112.44062112581133,ivf_turistico_servicios
